,Surname,EstimatedSalary,Exited
981,Franklin,151083.8,0
982,Clark,777.37,0
983,McGregor,69454.24,1
984,Pan,11723.57,0
985,Kenniff,91565.25,0
986,Spencer,79616.37,0
987,Lees,102299.81,1
988,David,104533.51,0
989,Hsing,140765.57,1
990,Burke,66214.13,0
991,Watson,139816.1,0
992,Hawkins,140139.28,0
993,Ginn,102297.15,0
994,Sozonov,145765.83,0
995,Sun,83912.24,0
996,Hunter,78439.73,0
997,Manfrin,6776.92,0
998,Artamonova,9903.42,0
999,Hansen,91561.91,0
1000,Pai,4027.02,0
1001,Larsen,116111.51,0
1002,Owen,184023.54,0
1003,Murphy,67124.48,1
1004,Ekechukwu,50070.59,0
1005,Ayers,53793.1,1
1006,Johnson,45261.47,0
1007,Millar,36721.4,0
1008,Farrell,130009.85,1
1009,Sanders,175380.77,0
1010,Herrera,127847.25,1
1011,Eberechukwu,138231.7,0
1012,Bardin,48673.18,0
1013,Nwankwo,70668.77,0
1014,Talbot,199505.53,0
1015,McGregor,169583.18,1
1016,Onyeorulu,49063.42,0
1017,Goold,63337.19,0
1018,Zikoranaudodimma,60083.11,1
1019,Garner,48606.71,0
1020,Onyinyechukwuka,165580.93,1
1021,Genovese,194010.12,0
1022,Mai,69263.1,0
1023,Marshall,88698.83,0
1024,Naylor,63030.97,0
1025,Pinto,59668.81,0
1026,Fulton,184230.23,0
1027,Palerma,64050.19,0
1028,McCaffrey,81853.98,0
1029,Collins,154642.91,0
1030,Zuev,145679.6,0
1031,Crawford,30781.77,0
1032,Genovese,81622.52,0
1033,Maclean,196474.35,0
1034,Fabro,176276.1,0
1035,Price,35113.08,0
1036,Chatfield,64299.82,0
1037,Volkova,180969.55,0
1038,Archer,138176.78,0
1039,Ch'iu,86733.61,0
1040,McKay,7418.92,0
1041,Craig,166376.54,0
1042,Abramovich,140881.2,1
1043,Chien,4460.2,0
1044,Timms,110472.12,0
1045,Williford,86460.28,0
1046,Hamilton,16500.66,1
1047,Cheng,114020.06,1
1048,Su,131660.31,0
1049,McKenzie,52449.62,1
1050,Akobundu,161465.31,0
1051,Ko,20018.79,0
1052,Marcelo,176318.27,0
1053,Chukwuebuka,50488.91,0
1054,MacDonald,30379.6,0
1055,Lampungmeiua,161326.73,0
1056,Tai,45348.08,0
1057,Enyinnaya,180251.68,1
1058,McKenzie,34925.56,0
1059,Kline,126555.74,0
1060,Ma,187921.3,0
1061,Wood,136390.88,0
1062,Riggs,78566.64,1
1063,Capon,166038.27,0
1064,Smith,140385.33,0
1065,Davison,38629.3,1
1066,Ingram,24998.75,1
1067,Dilke,128815.33,0
1068,Gibson,19376.56,1
1069,Iadanza,31904.31,1
1070,Hebert,173179.79,1
1071,Pinto,22485.64,0
1072,Dumetochukwu,196668.51,0
1073,Ross,136506.86,0
1074,Jamieson,36278.89,0
1075,Chiganu,163254.39,0
1076,Burgess,99654.13,0
1077,Cheng,20207.02,0
1078,Woods,4195.84,0
1079,Liang,112340.2,0
1080,Bluett,2035.94,0
1081,Chapman,132295.95,0
1082,Andrejew,177383.68,1
1083,Udobata,90284.47,0
1084,Ejimofor,61349.37,0
1085,Spyer,196466.83,1
1086,Walker,70758.37,1
1087,Palermo,13892.57,0
1088,Philip,9684.52,0
1089,Fallaci,40546.15,0
1090,Perry,136603.42,0
1091,Henderson,133172.48,0
1092,Bergamaschi,152821.12,1
1093,Fokine,147715.83,0
1094,Mackay,43169.15,0
1095,Wu,76755.99,1
1096,Maslova,73406.04,1
1097,Wei,176728.28,0
1098,McLean,98309.27,0
1099,Sung,6203.66,0
1100,Paterson,176791.27,0
1101,Fanucci,50679.48,0
1102,Thompson,150580.88,0
1103,Tisdall,80120.19,0
1104,Onochie,151645.96,0
1105,Mironova,55072.32,0
1106,Ndubueze,115068.99,0
1107,Stephenson,149471.13,1
1108,Golubev,46522.68,0
1109,Liao,189995.86,0
1110,Mullan,46369.57,1
1111,Glover,30722.52,1
1112,Northey,70810.6,0
1113,Paterson,106663.46,1
1114,Maclean,175836.03,1
1115,Howarde,85646.41,0
1116,Teng,101485.72,0
1117,Colman,191734.67,1
1118,Johnson,101839.77,0
1119,Butcher,4888.91,0
1120,Stanley,193132.98,0
1121,Jackson,193518.76,0
1122,Hu,93982.02,1
1123,Hill,197000.92,1
1124,Pan,106837.06,1
1125,Han,115161.28,0
1126,Wilkie,196260.3,0
1127,Bray,96404.38,0
1128,Ann,97658.66,0
1129,Souter,49108.23,1
1130,Greco,195651.66,0
1131,Mao,111698.0,0
1132,Anderson,171707.93,0
1133,Ma,66721.98,0
1134,Black,57876.05,0
1135,Medvedeva,177994.81,0
1136,Benson,105125.65,0
1137,Duncan,17439.66,0
1138,Onwudiwe,172668.39,0
1139,Mitchell,753.37,0
1140,Ferrari,98686.4,1
1141,Russo,107047.92,0
1142,Hazon,152153.74,0
1143,Henderson,34338.04,0
1144,Hardy,173878.87,1
1145,Piccio,159254.29,0
1146,Dickson,54776.64,0
1147,Holden,134594.99,0
1148,Hsieh,41724.72,0
1149,Doherty,110527.71,0
1150,Page,8996.79,0
1151,Samuel,190200.53,0
1152,Malloy,115333.43,0
1153,Fitts,143619.52,1
1154,Iadanza,58467.08,0
1155,Wu,12128.69,0
1156,Yefimova,49872.33,0
1157,Pan,139735.54,0
1158,Ts'ui,60891.8,1
1159,Liang,100862.54,0
1160,Tsao,76640.29,1
1161,Abramov,126013.58,1
1162,Millar,87347.82,0
1163,Demuth,77370.37,0
1164,Genovese,62722.44,0
1165,Lawless,196257.68,0
1166,Brooks,81723.8,0
1167,Ignatyeva,31299.71,0
1168,Balmain,63495.86,0
1169,Millar,166520.96,0
1170,Ecuyer,150242.44,0
1171,Parkhill,27345.18,1
1172,Li Fonti,87000.39,0
1173,Beneventi,44912.7,0
1174,Despeissis,179978.68,1
1175,Atkins,145759.7,0
1176,Williams,14121.61,0
1177,Wright,66232.23,0
1178,Hancock,190296.76,1
1179,Hsieh,172782.69,0
1180,Wilkins,99128.13,0
1181,Longo,178341.33,0
1182,Mancini,146992.24,1
1183,Madukaego,151314.98,0
1184,Winter-Irving,92915.84,0
1185,Stewart,58974.0,0
1186,Grant,174627.06,0
1187,Brennan,79579.94,1
1188,She,50771.16,0
1189,Murray,153537.55,1
1190,Rischbieth,132975.39,0
1191,Lung,85208.93,0
1192,Otutodilichukwu,170214.82,1
1193,Thomas,100615.14,1
1194,Fiorentini,186105.99,0
1195,Hughes,55119.53,0
1196,Whitworth,28760.99,0
1197,McIntosh,171021.44,0
1198,Ayers,176678.72,0
1199,Trentino,28667.56,0
1200,Boyd,197238.03,0
1201,McMasters,139994.68,1
1202,Alekseyeva,151169.83,0
1203,Miller,118113.64,0
1204,Baranova,34453.17,0
1205,Mitchell,64872.33,0
1206,Yobachi,10956.82,0
1207,Huang,36885.85,0
1208,Genovese,168053.4,0
1209,Sorokina,155227.0,0
1210,Gray,38409.79,1
1211,Ervin,75279.39,0
1212,Vance,158302.59,1
1213,Noble,11525.72,0
1214,Milanesi,94993.04,1
1215,Parkin,173912.29,1
1216,Cremonesi,41139.05,0
1217,Burns,58019.95,0
1218,Docherty,164128.41,1
1219,Ugonna,46998.13,1
1220,L?,177279.41,0
1221,Bevan,75832.53,0
1222,Hsia,61094.53,0
1223,O'Neill,30117.44,0
1224,Johnstone,179227.12,0
1225,Pham,52110.45,0
1226,Bergamaschi,75248.75,0
1227,Murphy,184317.74,0
1228,Osinachi,158553.1,0
1229,Muravyov,95686.42,0
1230,Igwebuike,71682.54,0
1231,Zack,1790.48,0
1232,Crawford,139431.0,1
1233,Chidiegwu,118358.54,0
1234,Lucchesi,130827.88,0
1235,Pan,119404.63,0
1236,Trevisani,162703.0,0
1237,Yudin,172665.21,0
1238,Wade,170142.09,0
1239,Chung,73977.23,0
1240,Septimus,60906.12,0
1241,Hargraves,194867.27,0
1242,Chukwukadibia,193716.56,0
1243,Sidorov,14633.35,0
1244,Bunton,31730.32,0
1245,Cameron,20063.63,1
1246,Kung,99792.82,0
1247,Hay,37654.31,0
1248,Conti,192449.02,0
1249,Sims,181208.47,0
1250,Carter,155165.61,0
1251,McGregor,121504.18,1
1252,Lo,61569.07,0
1253,Chu,123269.71,0
1254,Dumetolisa,31272.14,1
1255,Peng,62825.03,0
1256,Drake-Brockman,184056.45,0
1257,Wan,48924.73,0
1258,Cameron,191111.02,0
1259,Tretiakov,54184.06,0
1260,Ball,64381.33,1
1261,Sal,78770.86,0
1262,Chung,116766.79,0
1263,Lai,32916.29,0
1264,Gether,50972.6,0
1265,Davidson,122066.5,1
1266,Justice,65996.9,0
1267,Osonduagwuike,79577.38,0
1268,Ewing,130529.13,0
1269,Chin,172629.67,0
1270,Chiang,15216.53,0
1271,Ahmed,17512.53,0
1272,Marshall,131852.01,0
1273,Tsou,181945.52,1
1274,Chien,91482.5,0
1275,Ubanwa,77119.45,0
1276,Kapustin,95611.74,1
1277,Calabresi,80428.42,0
1278,Hsiao,163714.92,0
1279,Grant,27375.15,0
1280,H?,73873.65,0
1281,Chia,139266.48,1
1282,Ugoji,131772.51,0
1283,Gregory,173454.07,0
1284,Mackay,67552.71,0
1285,Nnamutaezinwa,34765.33,0
1286,Findlay,120219.14,0
1287,Ferri,90212.38,0
1288,Ku,164975.82,0
1289,Amechi,1285.81,1
1290,Kirk,83679.46,0
1291,Andrews,34548.74,0
1292,Murray,74275.08,0
1293,Griffin,7278.57,0
1294,Longstaff,162053.92,0
1295,McWilliam,199336.63,0
1296,Coffee,62347.71,0
1297,Hancock,91711.66,0
1298,Clark,79240.9,0
1299,Creswell,76679.6,0
1300,Dodds,162511.55,0
1301,Ewen,21360.88,0
1302,Carter,54487.43,0
1303,Ch'iu,53931.05,1
1304,Tsao,103165.15,0
1305,Burgess,146359.81,1
1306,Fanucci,28370.95,1
1307,Blackburn,10023.15,0
1308,Bennett,192928.82,0
1309,Boniwell,50485.7,0
1310,Vasilieva,131662.47,0
1311,Longo,152235.3,0
1312,Kwemto,68093.23,1
1313,Lawrence,80061.31,0
1314,Duncan,149583.67,1
1315,Bocharova,7631.27,0
1316,Morres,33082.81,0
1317,Shih,121883.87,1
1318,Vogel,100722.72,1
1319,T'an,47093.11,0
1320,Wisdom,177624.01,0
1321,Lorenzo,106149.48,0
1322,Shahan,16874.92,0
1323,Bryant,54560.79,1
1324,Liang,153605.75,0
1325,Chidozie,44390.38,0
1326,Hayward,63218.85,0
1327,Liu,41626.78,0
1328,Alexeeva,24765.53,1
1329,Calabresi,28280.8,1
1330,Lettiere,89043.19,0
1331,Chou,17294.12,0
1332,Nnamutaezinwa,126702.41,0
1333,Nnamutaezinwa,13123.41,0
1334,Greece,167973.63,0
1335,Yin,125870.79,1
1336,Larionova,91972.49,0
1337,Golubev,155593.74,0
1338,Norman,67788.49,0
1339,Capon,62615.35,0
1340,Chukwudi,107415.02,1
1341,Fedorov,166526.26,1
1342,Avdeeva,120107.1,0
1343,Reid,188227.8,0
1344,Kennedy,91560.63,1
1345,Chan,166495.2,0
1346,Wofford,165614.4,0
1347,Mai,86372.24,0
1348,King,2755.53,0
1349,T'ao,83594.51,0
1350,Hsu,103706.41,0
1351,White,5924.38,1
1352,Stephens,58203.67,1
1353,Frolov,49361.84,0
1354,Lombardi,73585.18,1
1355,Munro,95135.27,0
1356,Hayward,38794.57,0
1357,Fields,198926.36,0
1358,Onwumelu,56099.86,0
1359,Suffolk,117023.08,0
1360,Tsao,62083.0,0
1361,Judd,141822.8,0
1362,Hamilton,185387.14,0
1363,T'ang,57461.13,0
1364,Degtyarev,120380.12,0
1365,Kang,133020.9,1
1366,Hudson,13589.93,0
1367,Jibunoh,77830.36,1
1368,Kinlaw,136610.02,0
1369,Chizuoke,17160.94,1
1370,Lucciano,176843.53,0
1371,Omeokachie,114996.33,0
1372,Gorbunova,196990.79,0
1373,Tikhonov,133146.03,1
1374,Campa,185667.72,0
1375,Mancini,24020.49,0
1376,Donoghue,185750.02,1
1377,Tuan,178045.97,0
1378,Johnstone,199857.47,0
1379,Romani,43595.9,0
1380,Fuller,122810.53,0
1381,Baxter,3440.47,1
1382,Pirozzi,35989.41,0
1383,Sung,17163.75,0
1384,Rogers,44506.09,1
1385,Mills,17848.3,0
1386,Osonduagwuike,76209.56,0
1387,Byrne,141476.56,0
1388,McIntyre,60032.46,1
1389,Aitken,100686.11,1
1390,Macintyre,96429.29,0
1391,Simpson,15795.88,1
1392,Simpson,116547.31,0
1393,Metcalfe,191260.74,0
1394,Lees,173870.39,0
1395,Zetticci,117273.35,0
1396,Dale,92277.47,1
1397,Byrne,44244.49,1
1398,Praed,78133.48,1
1399,Laurens,103402.88,0
1400,Woods,137835.82,0
1401,Bykov,20670.1,0
1402,Vorobyova,77469.38,0
1403,Pirogova,57572.38,0
1404,Sturt,75884.65,1
1405,Panicucci,146955.71,1
1406,Cook,67040.12,0
1407,Hardy,178418.35,0
1408,Chu,30807.02,0
1409,Franklin,143835.76,0
1410,P'eng,130883.9,1
1411,Chiang,194343.72,0
1412,Grant,9796.69,0
1413,Udobata,47310.24,0
1414,Siciliani,141148.21,0
1415,Evans,111138.25,0
1416,Young,114182.07,0
1417,Mitchell,127560.77,0
1418,Lucchese,18082.06,0
1419,Hewitt,136330.26,0
1420,K'ung,34121.81,0
1421,Swaim,56246.69,0
1422,Quinones,191417.42,0
1423,Kennedy,23317.88,0
1424,Endrizzi,144675.3,1
1425,Ludowici,175161.05,0
1426,Larson,14928.8,0
1427,Chigolum,161479.19,1
1428,Maclean,133501.94,0
1429,Lu,23703.52,0
1430,Tuan,115985.38,0
1431,Glover,43229.2,0
1432,Landman,94862.93,0
1433,Trevisano,142377.69,0
1434,Longo,135635.25,0
1435,K?,148487.9,0
1436,Muir,58976.85,0
1437,Alexeyeva,76254.83,0
1438,Norman,55857.48,1
1439,Simmons,77867.23,0
1440,Chukwualuka,22878.16,1
1441,McCall,114469.55,0
1442,Moore,96754.8,0
1443,Ingram,125154.57,1
1444,Okeke,113597.64,0
1445,Shao,121408.55,0
1446,Iloabuchi,109219.43,0
1447,Nebechukwu,50230.31,1
1448,Diribe,177719.88,1
1449,Macgroarty,131211.86,0
1450,Artemova,82152.83,1
1451,McDonald,216.27,0
1452,Mazzanti,1713.1,1
1453,Kelly,136910.18,0
1454,Davison,20243.97,1
1455,Reilly,86043.27,0
1456,Ojiofor,126561.07,0
1457,Shelton,64350.8,0
1458,Lange,10472.31,0
1459,Trentini,95941.55,1
1460,Gardiner,125222.36,0
1461,Wan,170950.58,0
1462,Hsu,236.45,1
1463,Hovell,31517.16,0
1464,Zhirov,181610.6,0
1465,Espinosa,156593.09,0
1466,Wallace,4272.0,0
1467,Barbour,163587.9,0
1468,Ozerova,175843.68,1
1469,Wright,166164.3,1
1470,Ulyanova,61796.64,0
1471,Steiner,21439.49,0
1472,Akabueze,19225.85,0
1473,Aleksandrova,132547.02,0
1474,Pinto,62688.55,0
1475,Griffiths,21760.96,0
1476,McNeil,154460.68,0
1477,Bruno,8065.0,0
1478,Johnson,173365.9,1
1479,Okorie,69428.79,0
1480,Moen,12757.14,0
1481,McGuigan,180426.2,0
1482,Fancher,43093.67,0
1483,Matthews,68594.0,0
1484,Kaeppel,197996.65,0
1485,Shih,122953.0,1
1486,Yudina,76821.24,0
1487,Akabueze,141400.51,1
1488,Kornilova,41921.75,1
1489,Ozioma,175664.25,0
1490,Su,117916.63,0
1491,Jamison,194690.77,1
1492,Esposito,166677.35,1
1493,Hardiman,160131.58,0
1494,Woodard,123622.0,0
1495,Chienezie,113483.96,0
1496,Okwuadigbo,79618.79,0
1497,Chineze,24472.23,0
1498,O'Brien,177025.79,0
1499,Tao,103349.74,0
1500,Mao,63606.22,1
1501,Buckland,14490.79,0
1502,Flannery,105080.53,0
1503,Jamieson,83499.89,1
1504,Swift,143598.7,0
1505,Doherty,36091.91,1
1506,Payne,13007.89,0
1507,Genovese,6101.41,0
1508,Lucciano,48314.0,0
1509,Rowley,197111.99,0
1510,Hsing,110299.78,0
1511,Vincent,30114.32,0
1512,Pearce,98894.64,0
1513,Lamb,49826.68,0
1514,Riley,10074.05,0
1515,Honore,20769.88,0
1516,Blackburn,163427.18,0
1517,Endrizzi,140068.77,0
1518,Duncan,83206.19,0
1519,Macarthur,111402.97,1
1520,Gould,92873.5,1
1521,Medvedev,94780.9,0
1522,Sholes,16607.15,0
1523,Shaw,161954.43,0
1524,Ts'ai,194733.28,0
1525,Rolon,163524.7,0
1526,Reid,48260.19,0
1527,Chinwendu,86678.48,0
1528,Fu,3064.65,0
1529,Mackenzie,112124.98,0
1530,Bligh,120801.65,0
1531,Davidson,52193.23,0
1532,Lamble,56636.28,0
1533,Moore,69372.88,0
1534,Jose,164038.07,1
1535,Trevisani,118982.51,0
1536,Schofield,27472.07,0
1537,Stewart,36754.13,0
1538,Jamieson,46416.36,0
1539,Howard,152872.39,0
1540,Onwuamaeze,165227.23,0
1541,D'Albertis,75927.35,0
1542,Brooks,172930.28,0
1543,Gordon,36108.5,0
1544,Nwachukwu,36202.74,0
1545,Chinweike,131886.46,0
1546,Simpkinson,133992.36,0
1547,Walker,96658.26,0
1548,Diribe,135112.09,0
1549,Trentini,163944.18,1
1550,Conway,53843.71,0
1551,Maslow,122398.84,0
1552,Clark,64804.04,0
1553,L?,19370.73,0
1554,Swadling,126192.54,0
1555,Gallo,135459.02,1
1556,Onyemachukwu,94815.04,0
1557,Samoylova,188366.04,1
1558,Dickson,178512.52,0
1559,He,97906.38,0
1560,P'an,72861.94,0
1561,Leak,195978.86,0
1562,Artemieva,19448.93,1
1563,Frost,32635.54,0
1564,Warner,171733.22,0
1565,Kennedy,46176.22,0
1566,Ifeatu,179634.69,0
1567,Evans,191521.32,1
1568,Chu,67998.45,0
1569,Hsueh,44731.8,1
1570,Shih,124532.9,1
1571,Fan,160968.44,0
1572,Whiddon,27341.63,1
1573,Onyekachukwu,53994.64,0
1574,Ermakova,91633.53,0
1575,Marino,189613.12,0
1576,Niu,60706.33,0
1577,Manna,154767.34,0
1578,Onyemere,196853.11,0
1579,Archer,195775.48,0
1580,Mitchell,3086.89,0
1581,Everingham,70618.0,0
1582,Huie,55034.02,0
1583,Crowther,168035.62,1
1584,Swift,128449.33,0
1585,Skelton,199249.29,0
1586,White,149474.69,0
1587,Giordano,126726.33,0
1588,Bateson,147554.26,0
1589,Hu,149399.7,0
1590,Day,93536.38,0
1591,Beneventi,58883.91,0
1592,Elizabeth,154271.41,0
1593,Atkins,122022.89,0
1594,Serrano,50299.14,0
1595,Willis,187800.63,0
1596,Stevenson,171344.09,0
1597,Ch'ien,40920.59,0
1598,Cunningham,63940.68,1
1599,Stephens,29483.87,0
1600,Gordon,179056.23,0
1601,Bevan,129273.94,0
1602,Mashman,55558.51,1
1603,Tu,23305.85,0
1604,Milanesi,17128.64,0
1605,Romano,74641.9,0
1606,Goliwe,154486.01,0
1607,Hsueh,3185.67,0
1608,Gray,88463.63,0
1609,Wright,65682.93,0
1610,Chiemeka,140586.08,0
1611,Chung,117232.9,1
1612,Pinto,116137.01,1
1613,Kellway,105533.96,0
1614,Sopuluchi,81514.06,0
1615,Spitzer,164966.27,0
1616,Potter,23631.55,0
1617,Matthews,105433.53,0
1618,Nicholls,90591.15,0
1619,McDonald,127014.32,0
1620,Fiorentini,90905.26,0
1621,Kovalyova,8651.92,1
1622,Miah,15467.98,0
1623,Builder,79915.28,0
1624,Baddeley,69361.95,0
1625,Hu,86935.08,0
1626,Hs?,7597.83,1
1627,Ford,116957.6,0
1628,Todd,157884.83,0
1629,Johnston,77981.54,1
1630,Obiajulu,126369.55,1
1631,Azubuike,191973.49,1
1632,Padovesi,142940.39,0
1633,Farmer,48869.67,0
1634,Ignatieff,73131.73,0
1635,Lu,120037.36,0
1636,Artemiev,193995.37,0
1637,Okonkwo,179453.66,0
1638,Dore,80963.92,0
1639,T'ang,15658.99,0
1640,Ashbolt,92708.1,0
1641,Bazarova,26542.17,0
1642,Buccho,65010.74,0
1643,Burn,106892.91,0
1644,Andreyev,185210.63,0
1645,Endrizzi,4035.46,0
1646,Brown,177805.44,1
1647,Nock,68831.72,0
1648,Okeke,114732.62,0
1649,Cunningham,22299.27,0
1650,Kelley,197283.2,0
1651,Wilson,179485.96,1
1652,Woods,17699.48,0
1653,McFarland,118490.8,1
1654,Cisneros,133292.94,0
1655,Borchgrevink,58170.24,0
1656,Rozhkova,107137.3,0
1657,Bradley,145071.33,1
1658,Obialo,85495.24,0
1659,Hudson,101139.3,0
1660,Veltri,10511.13,0
1661,Mazzanti,137916.49,0
1662,Thorpe,193383.13,0
1663,Golibe,189826.96,1
1664,Udinesi,144113.42,0
1665,Stewart,143538.51,0
1666,Curtis,77677.14,1
1667,Hayden,183717.94,0
1668,H?,92180.62,0
1669,Campbell,28690.9,0
1670,Green,85891.02,1
1671,P'eng,42050.24,0
1672,Cremonesi,110142.34,0
1673,Liang,179269.79,0
1674,Gough,90558.24,1
1675,Bates,162022.47,0
1676,Padovesi,66926.83,1
1677,Yin,108891.3,0
1678,Kharlamov,71811.9,0
1679,Nicholls,92223.59,0
1680,Burns,78065.9,0
1681,Fleming,59679.9,0
1682,Watson,85000.32,0
1683,Obiajulu,159808.95,0
1684,Han,129001.3,0
1685,Ferguson,113557.7,1
1686,Tao,147758.51,0
1687,Le Grand,28865.59,0
1688,Valdez,160607.06,0
1689,Cunningham,100015.79,1
1690,Godfrey,54478.52,0
1691,Mai,141677.33,0
1692,Walker,84077.6,0
1693,Pirozzi,106981.03,0
1694,Feng,73551.44,0
1695,Akabueze,115842.1,0
1696,Robson,107013.59,0
1697,Yevdokimova,24938.84,0
1698,Ijendu,51113.14,0
1699,Colombo,33828.64,0
1700,Akubundu,128875.86,0
1701,Francis,194700.81,1
1702,Marshall,158974.45,0
1703,Rhodes,198182.73,0
1704,Y?,141404.07,0
1705,Bell,4175.68,0
1706,Kerr,126876.47,0
1707,Jideofor,41052.82,0
1708,Robertson,105760.01,0
1709,Kao,27937.12,0
1710,Palmer,79355.87,0
1711,Mackay,102180.27,0
1712,Burgmann,95719.73,0
1713,Davis,57121.51,0
1714,Milano,162478.11,0
1715,Dellucci,194808.51,0
1716,Coles,124045.65,0
1717,Gray,17987.4,1
1718,Macvitie,133653.38,0
1719,Townsend,25101.17,0
1720,Pope,33330.89,0
1721,Jensen,2401.26,0
1722,Thomson,178361.04,0
1723,Chiazagomekpele,162697.93,0
1724,Ozuluonye,80607.33,0
1725,Wright,23146.62,0
1726,Lung,89893.6,0
1727,Lombardo,3173.31,0
1728,Leonard,123218.81,0
1729,Johnston,74588.41,0
1730,P'eng,31288.77,0
1731,Amechi,58561.31,0
1732,Fang,148804.36,0
1733,Docherty,51117.06,0
1734,Horton,164537.17,0
1735,Vincent,61977.82,0
1736,Onio,193362.99,0
1737,Schiavone,47722.79,0
1738,Chandler,18510.41,0
1739,Fiorentino,65057.71,0
1740,Butusov,46374.64,0
1741,Wang,42039.67,0
1742,Alexeieva,138192.98,1
1743,Vinogradova,22735.45,0
1744,Hughes,186910.74,0
1745,Ts'ao,75285.47,0
1746,Bage,130260.11,1
1747,Yudina,15034.93,0
1748,Naquin,175709.4,1
1749,Endrizzi,101069.71,1
1750,Tang,153012.13,0
1751,Schroeder,86173.92,0
1752,Swearingen,197548.63,0
1753,McGregor,37042.8,0
1754,Onyeorulu,121085.72,0
1755,Clarke,194113.99,1
1756,Smith,101273.23,0
1757,Kozlova,118711.75,1
1758,Nekrasov,582.53,0
1759,Olague,192381.21,0
1760,Holt,136507.69,1
1761,Olsen,138871.12,1
1762,Mazzi,60728.89,0
1763,Niu,189175.71,0
1764,Graham,102547.56,0
1765,Millar,36706.56,0
1766,Bell,44756.25,0
1767,Kelly,132870.15,0
1768,T'an,16287.38,0
1769,Davila,121945.42,0
1770,Willis,131173.9,1
1771,Dumetochukwu,88669.89,0
1772,Giles,160835.3,0
1773,O'Meara,24761.36,0
1774,Yao,138526.96,0
1775,Wallace,157442.75,0
1776,T'ien,105295.77,0
1777,Ndubueze,97782.92,0
1778,Chukwuraenye,68255.88,0
1779,K'ung,108790.95,0
1780,Stevenson,143706.18,0
1781,Marshall,148993.47,0
1782,Hayward,95277.15,1
1783,Tipton,152956.33,0
1784,Gibson,94925.62,0
1785,Fraser,87308.18,0
1786,Fang,83978.86,1
1787,Dubinina,37543.93,1
1788,Morey,104889.3,0
1789,Todd,149705.25,0
1790,Forbes,16445.79,0
1791,De Salis,54689.16,0
1792,Barry,194913.86,0
1793,Afamefuna,146371.72,0
1794,Ibbott,156603.7,0
1795,Marshall,182566.76,0
1796,Law,60194.05,0
1797,Pinto,36579.53,1
1798,Chinedum,5862.53,1
1799,McKay,143030.09,0
1800,Otutodilinna,62700.08,0
1801,She,99017.34,0
1802,Pai,187987.01,0
1803,Kruglov,123454.62,0
1804,Chin,10921.5,0
1805,King,53817.23,0
1806,Hansen,81617.4,0
1807,Ting,192298.84,1
1808,Stone,143882.25,0
1809,McLean,53130.41,0
1810,Zikoranachidimma,190454.04,0
1811,Fu,111906.0,0
1812,Trevisano,113177.95,0
1813,Fallaci,30529.88,0
1814,Wiley,18800.13,0
1815,Chiagoziem,46127.7,0
1816,Murray,75585.48,0
1817,Chuang,63085.94,0
1818,Huang,74415.2,0
1819,Chukwukere,139889.15,0
1820,Hsia,7267.25,0
1821,Lee,186826.22,0
1822,Theus,162149.07,0
1823,Jennings,180150.49,1
1824,Parker,83478.12,0
1825,Tan,26163.74,1
1826,Barry,44381.06,0
1827,Tuan,136365.0,1
1828,Patterson,99294.22,0
1829,Ofodile,173464.43,1
1830,Chandler,127543.81,0
1831,Nash,52526.65,0
1832,Atkinson,32589.45,0
1833,Brenan,47161.25,1
1834,Obidimkpa,45424.13,0
1835,Terry,8018.49,0
1836,Spring,195668.0,0
1837,Mahmood,133167.11,1
1838,Campbell,123602.11,1
1839,Bellucci,186238.85,0
1840,Amaechi,158668.87,0
1841,Foxall,9249.36,0
1842,Bentley,116581.1,0
1843,Baird,44688.08,0
1844,Howard,148608.39,0
1845,Henry,188670.9,1
1846,Sopuluchukwu,107067.37,0
1847,Rocher,61759.33,1
1848,White,192776.64,0
1849,Komar,46735.19,0
1850,Russo,169117.74,0
1851,Loewenthal,89081.41,0
1852,Aliyeva,105227.86,0
1853,Montes,128246.81,0
1854,Kuo,94554.74,1
1855,Cheng,33823.5,1
1856,McIntosh,97468.44,1
1857,T'ao,164137.36,0
1858,Tyndall,191313.7,0
1859,Bailey,65257.57,0
1860,Onyekaozulu,178222.77,0
1861,Nwachukwu,179445.28,0
1862,Romani,65500.53,1
